"lead_id","created_date","source","campaign","country","device","job_title","company_size","industry","customer_id","conversion_date","revenue","converted","conversion_days","lead_quality"
1134,"2024-04-16","Facebook Ads","Campaign B","USA","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1135,"2024-01-04","LinkedIn","Campaign B","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1136,"2024-06-25","Google Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1137,"2024-05-24","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1138,"2024-03-20","Google Ads","Campaign A","USA","Mobile","Director","Medium","Retail","175","2024-04-08","1624.514692795054",1,19,"Medium Value"
1139,"2024-01-07","LinkedIn","Campaign B","USA","Mobile","VP","Small","Finance","176","2024-01-11","597.3315511254732",1,4,"Low Value"
1140,"2024-05-14","Google Ads","Campaign A","USA","Desktop","Director","Small","Retail","177","2024-05-21","270.68851796594083",1,7,"Low Value"
1141,"2024-06-07","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Finance","178","2024-06-11","465.21223147825987",1,4,"Low Value"
1142,"2024-05-02","Google Ads","Campaign B","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1143,"2024-02-05","Google Ads","Campaign A","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1144,"2024-01-03","Google Ads","Campaign A","USA","Desktop","Director","Medium","Tech","179","2024-01-23","932.725866849241",1,20,"Low Value"
1145,"2024-06-14","Google Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1146,"2024-04-08","LinkedIn","Campaign A","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1147,"2024-05-16","Google Ads","Campaign B","Europe","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1148,"2024-02-25","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1149,"2024-02-11","Facebook Ads","Campaign A","Europe","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1150,"2024-05-12","Facebook Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1151,"2024-05-08","Facebook Ads","Campaign A","Europe","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1152,"2024-01-15","Facebook Ads","Campaign A","USA","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1153,"2024-05-09","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1154,"2024-05-31","Google Ads","Campaign A","USA","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1155,"2024-04-03","Google Ads","Campaign B","Europe","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1156,"2024-06-13","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1157,"2024-01-20","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1158,"2024-04-09","LinkedIn","Campaign A","USA","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1159,"2024-04-25","Google Ads","Campaign B","Europe","Desktop","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1160,"2024-02-09","Google Ads","Campaign A","Europe","Mobile","VP","Enterprise","Finance","180","2024-03-09","3403.8559917984185",1,29,"Medium Value"
1161,"2024-04-03","LinkedIn","Campaign B","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1162,"2024-05-31","Facebook Ads","Campaign A","Europe","Mobile","VP","Enterprise","Retail","181","2024-06-26","6404.439504308265",1,26,"High Value"
1163,"2024-02-28","Facebook Ads","Campaign A","USA","Desktop","Director","Medium","Finance","182","2024-03-19","1768.6188327215582",1,20,"Medium Value"
1164,"2024-02-16","Google Ads","Campaign A","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1165,"2024-03-29","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1166,"2024-06-14","Google Ads","Campaign B","USA","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1167,"2024-05-17","Facebook Ads","Campaign A","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1168,"2024-06-19","Google Ads","Campaign A","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1169,"2024-02-03","Facebook Ads","Campaign B","USA","Mobile","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1170,"2024-06-27","Google Ads","Campaign A","USA","Mobile","Manager","Small","Tech","183","2024-07-06","449.5003003649643",1,9,"Low Value"
1171,"2024-01-12","Facebook Ads","Campaign B","USA","Desktop","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1172,"2024-01-01","Google Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1173,"2024-06-06","Facebook Ads","Campaign A","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1174,"2024-04-19","Facebook Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1175,"2024-03-17","LinkedIn","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1176,"2024-06-05","Google Ads","Campaign B","USA","Mobile","Director","Small","Finance","184","2024-06-10","585.2617954524137",1,5,"Low Value"
1177,"2024-03-01","Google Ads","Campaign B","USA","Desktop","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1178,"2024-03-07","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1179,"2024-06-18","Facebook Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1180,"2024-03-17","Facebook Ads","Campaign B","Europe","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1181,"2024-05-26","Google Ads","Campaign B","USA","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1182,"2024-05-16","Facebook Ads","Campaign B","Europe","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1183,"2024-04-06","Google Ads","Campaign A","Europe","Desktop","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1184,"2024-05-14","Google Ads","Campaign A","USA","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1185,"2024-06-23","Google Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1186,"2024-03-23","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Tech","185","2024-04-01","362.85358184281506",1,9,"Low Value"
1187,"2024-02-15","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1188,"2024-02-27","Google Ads","Campaign B","USA","Mobile","Director","Medium","Finance","186","2024-03-16","2543.6378292380264",1,18,"Medium Value"
1189,"2024-02-02","Google Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1190,"2024-01-14","Google Ads","Campaign B","Europe","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1191,"2024-01-27","Google Ads","Campaign A","Europe","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1192,"2024-06-12","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1193,"2024-04-17","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Tech","187","2024-04-25","593.4111923605651",1,8,"Low Value"
1194,"2024-01-06","LinkedIn","Campaign B","USA","Desktop","VP","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1195,"2024-01-18","Facebook Ads","Campaign B","USA","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1196,"2024-05-18","Referral","Campaign A","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1197,"2024-06-06","Facebook Ads","Campaign B","Europe","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1198,"2024-02-21","Google Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1199,"2024-01-02","Google Ads","Campaign B","USA","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1200,"2024-03-01","Facebook Ads","Campaign A","Europe","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1201,"2024-04-14","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1202,"2024-01-05","Facebook Ads","Campaign A","USA","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1203,"2024-06-11","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1204,"2024-05-18","Google Ads","Campaign B","USA","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1205,"2024-03-28","Google Ads","Campaign B","USA","Desktop","Director","Small","Tech","188","2024-04-06","209.44182392085423",1,9,"Low Value"
1206,"2024-06-17","Facebook Ads","Campaign A","Europe","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1207,"2024-04-22","Google Ads","Campaign B","Europe","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1208,"2024-03-28","Facebook Ads","Campaign B","Europe","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1209,"2024-03-25","Facebook Ads","Campaign B","Europe","Desktop","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1210,"2024-06-10","LinkedIn","Campaign A","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1211,"2024-03-22","Google Ads","Campaign A","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1212,"2024-02-28","Facebook Ads","Campaign B","Europe","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1213,"2024-02-29","Google Ads","Campaign A","USA","Mobile","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1214,"2024-05-24","Google Ads","Campaign B","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1215,"2024-04-29","Facebook Ads","Campaign B","Europe","Desktop","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1216,"2024-05-03","Referral","Campaign B","Europe","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1217,"2024-05-28","Facebook Ads","Campaign A","USA","Mobile","Manager","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1218,"2024-05-06","LinkedIn","Campaign A","USA","Desktop","VP","Medium","Finance","189","2024-05-28","1293.7253646670263",1,22,"Low Value"
1219,"2024-02-09","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1220,"2024-06-25","Facebook Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1221,"2024-03-20","Facebook Ads","Campaign A","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1222,"2024-01-19","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1223,"2024-05-25","Google Ads","Campaign B","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1224,"2024-06-02","Facebook Ads","Campaign B","Europe","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1225,"2024-03-04","LinkedIn","Campaign A","USA","Desktop","VP","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1226,"2024-04-12","Google Ads","Campaign B","Europe","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1227,"2024-01-11","Facebook Ads","Campaign A","USA","Mobile","Director","Medium","Tech","190","2024-02-04","1956.1549967929418",1,24,"Medium Value"
1228,"2024-04-14","Google Ads","Campaign A","USA","Mobile","Director","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1229,"2024-06-18","Facebook Ads","Campaign A","Europe","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1230,"2024-01-25","Facebook Ads","Campaign B","Europe","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1231,"2024-06-21","Facebook Ads","Campaign B","Europe","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1232,"2024-04-19","Google Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1233,"2024-01-01","Google Ads","Campaign A","Europe","Desktop","VP","Medium","Finance","191","2024-01-14","2783.846366018765",1,13,"Medium Value"
1234,"2024-06-06","Facebook Ads","Campaign B","USA","Mobile","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1235,"2024-05-09","Facebook Ads","Campaign B","Europe","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1236,"2024-03-02","Google Ads","Campaign A","Europe","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1237,"2024-05-06","Google Ads","Campaign B","Europe","Mobile","VP","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1238,"2024-05-14","Google Ads","Campaign A","USA","Desktop","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1239,"2024-05-11","Google Ads","Campaign A","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1240,"2024-04-17","Google Ads","Campaign A","Europe","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1241,"2024-04-15","Google Ads","Campaign B","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1242,"2024-02-20","Google Ads","Campaign A","Europe","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1243,"2024-04-18","Facebook Ads","Campaign A","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1244,"2024-03-10","Google Ads","Campaign A","Europe","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1245,"2024-01-16","Google Ads","Campaign B","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1246,"2024-01-14","LinkedIn","Campaign A","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1247,"2024-03-12","Facebook Ads","Campaign B","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1248,"2024-06-27","Google Ads","Campaign B","Europe","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1249,"2024-05-19","LinkedIn","Campaign A","Europe","Mobile","VP","Medium","Retail","192","2024-06-01","947.9756899642739",1,13,"Low Value"
1250,"2024-06-26","LinkedIn","Campaign A","USA","Desktop","Director","Medium","Finance","193","2024-07-14","1246.357771068012",1,18,"Low Value"
1251,"2024-01-12","Google Ads","Campaign A","Europe","Mobile","Manager","Small","Tech","194","2024-01-19","223.56538423548102",1,7,"Low Value"
1252,"2024-03-31","Facebook Ads","Campaign A","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1253,"2024-02-07","LinkedIn","Campaign B","USA","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1254,"2024-04-17","LinkedIn","Campaign B","Europe","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1255,"2024-04-20","Facebook Ads","Campaign A","USA","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1256,"2024-03-13","Facebook Ads","Campaign A","Europe","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1257,"2024-05-01","Facebook Ads","Campaign B","USA","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1258,"2024-04-15","Google Ads","Campaign A","USA","Desktop","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1259,"2024-05-21","Google Ads","Campaign A","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1260,"2024-05-25","LinkedIn","Campaign A","Europe","Desktop","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1261,"2024-01-15","Facebook Ads","Campaign A","Europe","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1262,"2024-03-08","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1263,"2024-04-18","Facebook Ads","Campaign B","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1264,"2024-02-04","Google Ads","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1265,"2024-03-30","Google Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1266,"2024-04-08","Facebook Ads","Campaign B","USA","Mobile","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1267,"2024-03-27","Google Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1268,"2024-04-06","Google Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1269,"2024-06-22","Google Ads","Campaign B","Europe","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1270,"2024-05-19","Referral","Campaign A","USA","Mobile","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1271,"2024-03-02","Google Ads","Campaign B","USA","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1272,"2024-05-14","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1273,"2024-02-27","LinkedIn","Campaign A","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1274,"2024-01-15","Google Ads","Campaign B","USA","Mobile","Director","Medium","Tech","195","2024-01-30","2324.786160645758",1,15,"Medium Value"
1275,"2024-06-01","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Tech","196","2024-06-13","1548.5210284771622",1,12,"Medium Value"
1276,"2024-03-10","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1277,"2024-06-10","Facebook Ads","Campaign B","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1278,"2024-04-14","Facebook Ads","Campaign A","USA","Desktop","Director","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1279,"2024-01-18","Facebook Ads","Campaign A","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1280,"2024-01-27","Google Ads","Campaign B","USA","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1281,"2024-03-13","Google Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1282,"2024-04-17","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1283,"2024-01-09","Google Ads","Campaign A","USA","Desktop","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1284,"2024-06-13","Google Ads","Campaign A","USA","Desktop","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1285,"2024-04-23","Facebook Ads","Campaign B","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1286,"2024-03-03","Facebook Ads","Campaign A","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1287,"2024-06-03","Google Ads","Campaign B","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1288,"2024-04-13","Google Ads","Campaign B","USA","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1289,"2024-03-23","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1290,"2024-03-28","Facebook Ads","Campaign A","Europe","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1291,"2024-01-25","Facebook Ads","Campaign A","Europe","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1292,"2024-04-18","LinkedIn","Campaign A","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1293,"2024-01-29","Facebook Ads","Campaign A","Europe","Mobile","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1294,"2024-04-09","Facebook Ads","Campaign A","USA","Desktop","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1295,"2024-05-02","LinkedIn","Campaign B","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1296,"2024-02-07","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1297,"2024-03-18","Referral","Campaign A","USA","Mobile","Director","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1298,"2024-04-17","Google Ads","Campaign B","USA","Mobile","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1299,"2024-05-10","Google Ads","Campaign B","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1300,"2024-03-04","Facebook Ads","Campaign B","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1301,"2024-04-01","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1302,"2024-01-08","Google Ads","Campaign B","Europe","Mobile","VP","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1303,"2024-06-27","LinkedIn","Campaign B","USA","Mobile","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1304,"2024-03-15","Google Ads","Campaign B","USA","Desktop","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1305,"2024-03-08","LinkedIn","Campaign A","Europe","Mobile","Director","Medium","Finance","197","2024-04-01","2690.1124100179013",1,24,"Medium Value"
1306,"2024-05-31","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1307,"2024-03-02","LinkedIn","Campaign B","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1308,"2024-01-22","Google Ads","Campaign A","Europe","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1309,"2024-06-20","LinkedIn","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1310,"2024-02-25","Google Ads","Campaign A","Europe","Desktop","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1311,"2024-05-01","Facebook Ads","Campaign A","Europe","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1312,"2024-05-23","Facebook Ads","Campaign A","USA","Desktop","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1313,"2024-01-02","LinkedIn","Campaign B","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1314,"2024-01-09","Google Ads","Campaign A","Europe","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1315,"2024-02-26","Google Ads","Campaign A","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1316,"2024-02-25","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1317,"2024-03-22","Google Ads","Campaign A","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1318,"2024-06-14","Google Ads","Campaign B","Europe","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1319,"2024-02-09","Facebook Ads","Campaign A","USA","Mobile","Manager","Enterprise","Tech","198","2024-03-15","7549.55370256431",1,35,"High Value"
1320,"2024-01-26","Facebook Ads","Campaign A","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1321,"2024-06-22","Google Ads","Campaign B","USA","Desktop","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1322,"2024-02-11","Google Ads","Campaign A","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1323,"2024-06-06","Google Ads","Campaign B","Europe","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1324,"2024-02-03","LinkedIn","Campaign B","Europe","Mobile","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1325,"2024-02-07","Facebook Ads","Campaign A","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1326,"2024-01-21","Google Ads","Campaign B","USA","Desktop","Director","Medium","Tech","199","2024-02-01","1104.7908732253272",1,11,"Low Value"
1327,"2024-01-27","LinkedIn","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
1328,"2024-06-12","LinkedIn","Campaign B","Europe","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
1329,"2024-01-18","Google Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
1330,"2024-02-25","Google Ads","Campaign B","USA","Desktop","Manager","Medium","Retail","200","2024-03-06","979.6678716695105",1,10,"Low Value"
1331,"2024-06-11","LinkedIn","Campaign B","Europe","Desktop","Director","Small","Finance","201","2024-06-17","478.01172467085763",1,6,"Low Value"
1332,"2024-05-09","Google Ads","Campaign B","USA","Mobile","Manager","Small","Finance","202","2024-05-13","277.5750779752989",1,4,"Low Value"
